日付け,終値,始値,高値,安値,出来高,変化率 %
2018年10月12日,79.88,79.91,80.19,79.48,,-0.04%
2018年10月11日,79.91,79.28,80.17,79.05,,0.77%
2018年10月10日,79.30,80.25,80.62,79.08,,-1.16%
2018年10月09日,80.23,80.14,80.31,79.80,,0.09%
2018年10月08日,80.16,80.20,80.44,79.75,,-0.04%
2018年10月05日,80.19,80.58,80.78,79.98,,-0.50%
2018年10月04日,80.59,81.36,81.44,80.35,,-0.96%
2018年10月03日,81.37,81.71,81.93,81.31,,-0.43%
2018年10月02日,81.72,82.28,82.50,81.36,,-0.72%
2018年10月01日,82.31,82.22,82.44,81.92,,0.12%
2018年09月28日,82.21,81.73,82.25,81.65,,0.61%
2018年09月27日,81.71,81.81,81.97,81.28,,-0.15%
2018年09月26日,81.83,81.92,82.52,81.75,,-0.10%
2018年09月25日,81.91,81.81,82.04,81.63,,0.11%
2018年09月24日,81.82,81.84,82.02,81.36,,-0.32%
2018年09月21日,82.08,82.05,82.40,81.89,,0.06%
2018年09月20日,82.03,81.56,82.06,81.31,,0.58%
2018年09月19日,81.56,81.11,81.67,81.00,,0.54%
2018年09月18日,81.12,80.32,81.16,79.76,,0.98%
2018年09月17日,80.33,80.13,80.63,79.95,,0.22%
2018年09月14日,80.15,80.53,80.74,80.09,,-0.43%
2018年09月13日,80.50,79.75,80.81,79.67,,0.92%
2018年09月12日,79.77,79.53,80.03,79.06,,0.30%
2018年09月11日,79.53,79.08,79.53,78.89,,0.59%
2018年09月10日,79.06,78.95,79.28,78.70,,0.15%
2018年09月07日,78.94,79.77,79.81,78.67,,-0.98%
2018年09月06日,79.72,80.20,80.30,79.54,,-0.62%
2018年09月05日,80.22,80.00,80.61,79.59,,0.25%
2018年09月04日,80.02,80.13,80.48,79.73,,-0.12%
2018年09月03日,80.12,79.92,80.30,79.53,,0.25%
2018年08月31日,79.92,80.64,80.74,79.64,,-0.91%
2018年08月30日,80.65,81.63,81.73,80.49,,-1.21%
2018年08月29日,81.64,81.61,81.83,81.06,,0.06%
2018年08月28日,81.59,81.67,81.81,81.41,,-0.10%
2018年08月27日,81.67,81.42,81.78,81.17,,0.17%
2018年08月24日,81.53,80.62,81.71,80.57,,1.04%
2018年08月23日,80.69,81.23,81.31,80.58,,-0.65%
2018年08月22日,81.22,81.28,81.38,80.89,,-0.10%
2018年08月21日,81.30,80.81,81.52,80.59,,0.63%
2018年08月20日,80.79,80.75,80.96,80.57,,-0.05%
2018年08月17日,80.83,80.53,81.01,80.11,,0.39%
2018年08月16日,80.52,80.18,80.84,79.84,,0.44%
2018年08月15日,80.17,80.55,80.61,79.69,,-0.45%
2018年08月14日,80.53,80.50,80.82,80.19,,0.05%
