日付け,終値,始値,高値,安値,出来高,変化率 %
2020年08月07日,116.04,115.99,116.13,115.44,125.41K,0.03%
2020年08月06日,116.00,116.21,116.41,115.58,135.76K,-0.15%
2020年08月05日,116.18,115.75,116.54,115.57,132.23K,0.40%
2020年08月04日,115.72,115.46,116.07,115.29,153.90K,0.25%
2020年08月03日,115.43,115.99,116.14,114.98,151.15K,-0.42%
2020年07月31日,115.92,115.20,116.33,114.86,174.09K,0.63%
2020年07月30日,115.19,114.96,115.38,114.78,153.83K,0.23%
2020年07月29日,114.93,114.49,115.05,114.29,142.23K,0.40%
2020年07月28日,114.47,114.55,114.86,114.32,140.27K,-0.04%
2020年07月27日,114.52,115.09,115.32,114.11,147.90K,-0.62%
2020年07月24日,115.24,115.47,115.55,114.46,143.44K,-0.16%
2020年07月23日,115.43,115.26,115.68,115.17,126.41K,0.18%
2020年07月22日,115.22,114.44,115.40,114.36,124.98K,0.71%
2020年07月21日,114.41,114.24,114.51,113.94,120.61K,0.19%
2020年07月20日,114.19,114.11,114.39,113.83,121.27K,0.21%
2020年07月17日,113.95,113.45,114.11,113.29,128.93K,0.47%
2020年07月16日,113.42,113.24,113.69,113.00,133.05K,0.20%
2020年07月15日,113.19,114.14,114.24,113.06,130.58K,-0.79%
2020年07月14日,114.09,113.96,114.36,113.69,128.15K,0.15%
2020年07月13日,113.92,113.56,114.07,113.56,121.09K,0.31%
2020年07月10日,113.57,114.02,114.11,113.29,126.88K,-0.38%
2020年07月09日,114.00,114.32,114.63,113.89,138.46K,-0.25%
2020年07月08日,114.28,114.08,114.64,114.01,119.62K,0.18%
2020年07月07日,114.07,113.95,114.37,113.85,127.91K,0.13%
2020年07月06日,113.92,113.62,114.57,113.57,124.58K,0.25%
2020年07月03日,113.64,113.72,113.88,113.49,123.31K,-0.04%
2020年07月02日,113.69,113.63,114.04,113.45,144.21K,0.07%
2020年07月01日,113.61,113.94,114.17,113.16,150.36K,-0.26%
2020年06月30日,113.91,113.07,114.04,112.93,156.34K,0.78%
2020年06月29日,113.03,113.05,113.65,112.98,135.95K,-0.02%
2020年06月26日,113.05,113.04,113.18,112.64,150.05K,0.04%
