日付け,終値,始値,高値,安値,出来高,変化率 %
2021年01月21日,136.89,137.00,137.06,136.73,1.36M,-0.06%
2021年01月20日,136.97,136.95,137.06,136.80,1.26M,0.02%
2021年01月19日,136.94,136.92,136.98,136.66,1.50M,0.07%
2021年01月18日,136.84,136.93,136.98,136.84,-,-0.07%
2021年01月17日,136.94,136.93,136.98,136.91,-,0.06%
2021年01月15日,136.86,136.53,136.95,136.52,1.39M,0.22%
2021年01月14日,136.56,136.80,136.88,136.50,1.70M,-0.15%
2021年01月13日,136.77,136.42,136.86,136.38,1.88M,0.27%
2021年01月12日,136.39,136.31,136.45,136.03,2.10M,-0.02%
2021年01月11日,136.42,136.56,136.75,136.30,1.55M,-0.17%
2021年01月08日,136.66,136.88,136.92,136.52,2.39M,-0.22%
2021年01月07日,136.95,137.23,137.30,136.84,1.72M,-0.18%
2021年01月06日,137.20,137.83,137.92,137.09,2.67M,-0.46%
2021年01月05日,137.84,138.16,138.16,137.78,1.32M,-0.20%
2021年01月04日,138.13,137.97,138.17,137.81,1.32M,0.07%
2021年01月01日,138.03,138.03,138.03,138.03,-,-0.03%
2020年12月31日,138.08,137.97,138.11,137.89,852.09K,0.08%
2020年12月30日,137.97,137.89,137.98,137.75,741.74K,0.03%
2020年12月29日,137.92,137.97,137.97,137.80,775.27K,0.00%
2020年12月28日,137.92,137.92,137.98,137.67,610.23K,0.03%
2020年12月24日,137.88,137.80,137.94,137.73,256.47K,0.08%
2020年12月23日,137.77,137.98,138.09,137.63,1.09M,-0.16%
2020年12月22日,137.98,137.80,138.00,137.77,795.13K,-0.30%
2020年12月21日,138.41,138.66,138.70,138.33,11.23K,0.15%
2020年12月18日,138.20,138.36,138.39,138.19,4.87K,-0.07%
2020年12月17日,138.30,138.30,138.53,138.20,1.97K,-0.02%
2020年12月16日,138.33,138.42,138.42,138.11,1.54K,0.02%
2020年12月15日,138.30,138.48,138.58,138.27,7.78K,-0.15%
2020年12月14日,138.50,138.36,138.52,138.17,9.40K,0.00%
2020年12月11日,138.50,138.30,138.59,138.28,2.02K,0.14%
2020年12月10日,138.31,138.13,138.30,138.09,4.24K,0.19%
2020年12月09日,138.05,138.13,138.16,137.95,3.74K,-0.12%
2020年12月08日,138.22,138.19,138.39,138.08,8.64K,0.06%
2020年12月07日,138.14,137.81,138.17,137.80,9.95K,0.24%
2020年12月04日,137.81,138.14,138.20,137.69,11.15K,-0.19%
2020年12月03日,138.08,137.95,138.20,137.86,24.03K,0.17%
2020年12月02日,137.84,137.98,138.05,137.70,53.78K,0.00%
2020年12月01日,137.84,138.53,138.59,137.83,79.79K,-0.50%
2020年11月30日,138.53,138.53,138.63,138.42,117.39K,-0.01%
2020年11月27日,138.55,138.25,138.55,138.23,447.97K,0.07%
2020年11月26日,138.45,138.27,138.46,138.27,-,0.13%
