日付け,終値,始値,高値,安値,変化率 %
2021年02月04日,"16,664.000","16,664.000","16,664.000","16,664.000",-0.31%
2021年02月03日,"16,715.000","16,715.000","16,715.000","16,715.000",0.47%
2021年02月02日,"16,637.000","16,637.000","16,637.000","16,637.000",1.91%
2021年02月01日,"16,325.000","16,325.000","16,325.000","16,325.000",1.03%
2021年01月29日,"16,159.000","16,159.000","16,159.000","16,159.000",-2.03%
2021年01月28日,"16,494.000","16,494.000","16,494.000","16,494.000",-1.22%
2021年01月27日,"16,697.000","16,697.000","16,697.000","16,697.000",0.24%
2021年01月26日,"16,657.000","16,657.000","16,657.000","16,657.000",-1.27%
2021年01月25日,"16,871.000","16,871.000","16,871.000","16,871.000",0.71%
2021年01月22日,"16,752.000","16,752.000","16,752.000","16,752.000",-0.26%
2021年01月21日,"16,796.000","16,796.000","16,796.000","16,796.000",-4.85%
2021年01月20日,"17,653.000","17,653.000","17,653.000","17,653.000",0.20%
2021年01月19日,"17,617.000","17,617.000","17,617.000","17,617.000",0.62%
2021年01月18日,"17,509.000","17,509.000","17,509.000","17,509.000",0.47%
2021年01月15日,"17,427.000","17,427.000","17,427.000","17,427.000",-1.03%
2021年01月14日,"17,609.000","17,609.000","17,609.000","17,609.000",-0.74%
2021年01月13日,"17,741.000","17,741.000","17,741.000","17,741.000",1.30%
2021年01月12日,"17,513.000","17,513.000","17,513.000","17,513.000",0.09%
2021年01月08日,"17,498.000","17,498.000","17,498.000","17,498.000",1.47%
2021年01月07日,"17,244.000","17,244.000","17,244.000","17,244.000",0.81%
2021年01月06日,"17,105.000","17,105.000","17,105.000","17,105.000",0.19%
2021年01月05日,"17,073.000","17,073.000","17,073.000","17,073.000",0.19%
2021年01月04日,"17,041.000","17,041.000","17,041.000","17,041.000",0.35%
2020年12月30日,"16,982.000","16,982.000","16,982.000","16,982.000",0.04%
2020年12月29日,"16,975.000","16,975.000","16,975.000","16,975.000",1.59%
2020年12月28日,"16,710.000","16,710.000","16,710.000","16,710.000",0.31%
2020年12月25日,"16,658.000","16,658.000","16,658.000","16,658.000",0.34%
2020年12月24日,"16,602.000","16,602.000","16,602.000","16,602.000",0.88%
2020年12月23日,"16,457.000","16,457.000","16,457.000","16,457.000",1.16%
2020年12月22日,"16,268.000","16,268.000","16,268.000","16,268.000",-3.16%
2020年12月21日,"16,798.000","16,798.000","16,798.000","16,798.000",-0.24%
2020年12月18日,"16,839.000","16,839.000","16,839.000","16,839.000",-0.41%
2020年12月17日,"16,909.000","16,909.000","16,909.000","16,909.000",0.33%
2020年12月16日,"16,854.000","16,854.000","16,854.000","16,854.000",0.48%
2020年12月15日,"16,773.000","16,773.000","16,773.000","16,773.000",-0.34%
2020年12月14日,"16,831.000","16,831.000","16,831.000","16,831.000",0.66%
2020年12月11日,"16,721.000","16,721.000","16,721.000","16,721.000",1.45%
2020年12月10日,"16,482.000","16,482.000","16,482.000","16,482.000",-1.09%
2020年12月09日,"16,664.000","16,664.000","16,664.000","16,664.000",0.28%
2020年12月08日,"16,617.000","16,617.000","16,617.000","16,617.000",1.24%
2020年12月07日,"16,414.000","16,414.000","16,414.000","16,414.000",-2.50%
2020年12月04日,"16,835.000","16,835.000","16,835.000","16,835.000",-0.10%
2020年12月03日,"16,852.000","16,852.000","16,852.000","16,852.000",-0.76%
2020年12月02日,"16,981.000","16,981.000","16,981.000","16,981.000",0.15%
2020年12月01日,"16,955.000","16,955.000","16,955.000","16,955.000",1.55%
2020年11月30日,"16,696.000","16,696.000","16,696.000","16,696.000",-0.01%
2020年11月27日,"16,698.000","16,698.000","16,698.000","16,698.000",0.78%
2020年11月26日,"16,568.000","16,568.000","16,568.000","16,568.000",1.45%
2020年11月25日,"16,331.000","16,331.000","16,331.000","16,331.000",-0.48%
2020年11月24日,"16,410.000","16,410.000","16,410.000","16,410.000",1.50%
2020年11月20日,"16,168.000","16,168.000","16,168.000","16,168.000",0.48%
2020年11月19日,"16,090.000","16,090.000","16,090.000","16,090.000",-0.54%
2020年11月18日,"16,178.000","16,178.000","16,178.000","16,178.000",0.20%
2020年11月17日,"16,145.000","16,145.000","16,145.000","16,145.000",-1.75%
2020年11月16日,"16,432.000","16,432.000","16,432.000","16,432.000",0.62%
2020年11月13日,"16,331.000","16,331.000","16,331.000","16,331.000",0.06%
2020年11月12日,"16,321.000","16,321.000","16,321.000","16,321.000",0.87%
2020年11月11日,"16,181.000","16,181.000","16,181.000","16,181.000",1.30%
2020年11月10日,"15,973.000","15,973.000","15,973.000","15,973.000",-3.36%
2020年11月09日,"16,528.000","16,528.000","16,528.000","16,528.000",1.26%
2020年11月06日,"16,322.000","16,322.000","16,322.000","16,322.000",0.58%
2020年11月05日,"16,228.000","16,228.000","16,228.000","16,228.000",2.48%
2020年11月04日,"15,836.000","15,836.000","15,836.000","15,836.000",2.51%
2020年11月02日,"15,448.000","15,448.000","15,448.000","15,448.000",0.04%
2020年10月30日,"15,442.000","15,442.000","15,442.000","15,442.000",-2.77%
2020年10月29日,"15,882.000","15,882.000","15,882.000","15,882.000",-0.24%
2020年10月28日,"15,921.000","15,921.000","15,921.000","15,921.000",0.42%
2020年10月27日,"15,855.000","15,855.000","15,855.000","15,855.000",0.41%
2020年10月26日,"15,790.000","15,790.000","15,790.000","15,790.000",-1.71%
2020年10月23日,"16,065.000","16,065.000","16,065.000","16,065.000",-0.50%
2020年10月22日,"16,145.000","16,145.000","16,145.000","16,145.000",-2.28%
2020年10月21日,"16,521.000","16,521.000","16,521.000","16,521.000",0.35%
2020年10月20日,"16,464.000","16,464.000","16,464.000","16,464.000",0.27%
2020年10月19日,"16,419.000","16,419.000","16,419.000","16,419.000",1.26%
2020年10月16日,"16,214.000","16,214.000","16,214.000","16,214.000",-1.24%
2020年10月15日,"16,418.000","16,418.000","16,418.000","16,418.000",-0.87%
2020年10月14日,"16,562.000","16,562.000","16,562.000","16,562.000",0.62%
2020年10月13日,"16,460.000","16,460.000","16,460.000","16,460.000",0.05%
2020年10月12日,"16,451.000","16,451.000","16,451.000","16,451.000",0.72%
2020年10月09日,"16,333.000","16,333.000","16,333.000","16,333.000",0.73%
2020年10月08日,"16,215.000","16,215.000","16,215.000","16,215.000",0.73%
2020年10月07日,"16,098.000","16,098.000","16,098.000","16,098.000",1.04%
2020年10月06日,"15,932.000","15,932.000","15,932.000","15,932.000",0.27%
2020年10月05日,"15,889.000","15,889.000","15,889.000","15,889.000",1.97%
2020年10月02日,"15,582.000","15,582.000","15,582.000","15,582.000",-1.11%
2020年10月01日,"15,757.000","15,757.000","15,757.000","15,757.000",0.00%
2020年09月30日,"15,757.000","15,757.000","15,757.000","15,757.000",-1.52%
2020年09月29日,"16,000.000","16,000.000","16,000.000","16,000.000",2.01%
2020年09月28日,"15,685.000","15,685.000","15,685.000","15,685.000",0.56%
2020年09月25日,"15,597.000","15,597.000","15,597.000","15,597.000",1.81%
2020年09月24日,"15,319.000","15,319.000","15,319.000","15,319.000",-1.85%
2020年09月23日,"15,608.000","15,608.000","15,608.000","15,608.000",0.36%
2020年09月18日,"15,552.000","15,552.000","15,552.000","15,552.000",1.42%
2020年09月17日,"15,334.000","15,334.000","15,334.000","15,334.000",0.29%
2020年09月16日,"15,289.000","15,289.000","15,289.000","15,289.000",1.05%
2020年09月15日,"15,130.000","15,130.000","15,130.000","15,130.000",0.79%
2020年09月14日,"15,012.000","15,012.000","15,012.000","15,012.000",0.38%
2020年09月11日,"14,955.000","14,955.000","14,955.000","14,955.000",0.28%
2020年09月10日,"14,913.000","14,913.000","14,913.000","14,913.000",0.27%
2020年09月09日,"14,873.000","14,873.000","14,873.000","14,873.000",-0.53%
2020年09月08日,"14,952.000","14,952.000","14,952.000","14,952.000",1.27%
2020年09月07日,"14,764.000","14,764.000","14,764.000","14,764.000",-1.37%
2020年09月04日,"14,969.000","14,969.000","14,969.000","14,969.000",-1.44%
2020年09月03日,"15,187.000","15,187.000","15,187.000","15,187.000",0.32%
2020年09月02日,"15,138.000","15,138.000","15,138.000","15,138.000",0.66%
2020年09月01日,"15,039.000","15,039.000","15,039.000","15,039.000",1.29%
2020年08月31日,"14,848.000","14,848.000","14,848.000","14,848.000",2.74%
2020年08月28日,"14,452.000","14,452.000","14,452.000","14,452.000",-3.01%
2020年08月27日,"14,901.000","14,901.000","14,901.000","14,901.000",-0.71%
2020年08月26日,"15,008.000","15,008.000","15,008.000","15,008.000",0.41%
2020年08月25日,"14,947.000","14,947.000","14,947.000","14,947.000",-0.48%
2020年08月24日,"15,019.000","15,019.000","15,019.000","15,019.000",1.63%
2020年08月21日,"14,778.000","14,778.000","14,778.000","14,778.000",0.61%
2020年08月20日,"14,689.000","14,689.000","14,689.000","14,689.000",-0.80%
2020年08月19日,"14,808.000","14,808.000","14,808.000","14,808.000",1.05%
2020年08月18日,"14,654.000","14,654.000","14,654.000","14,654.000",1.03%
2020年08月17日,"14,504.000","14,504.000","14,504.000","14,504.000",-0.19%
2020年08月14日,"14,532.000","14,532.000","14,532.000","14,532.000",0.58%
2020年08月13日,"14,448.000","14,448.000","14,448.000","14,448.000",1.26%
2020年08月12日,"14,268.000","14,268.000","14,268.000","14,268.000",-0.29%
2020年08月11日,"14,309.000","14,309.000","14,309.000","14,309.000",0.60%
2020年08月07日,"14,224.000","14,224.000","14,224.000","14,224.000",-0.79%
2020年08月06日,"14,337.000","14,337.000","14,337.000","14,337.000",0.06%
2020年08月05日,"14,329.000","14,329.000","14,329.000","14,329.000",0.43%
2020年08月04日,"14,267.000","14,267.000","14,267.000","14,267.000",0.89%
2020年08月03日,"14,141.000","14,141.000","14,141.000","14,141.000",2.66%
2020年07月31日,"13,774.000","13,774.000","13,774.000","13,774.000",-2.75%
2020年07月30日,"14,164.000","14,164.000","14,164.000","14,164.000",0.19%
2020年07月29日,"14,137.000","14,137.000","14,137.000","14,137.000",-1.11%
2020年07月28日,"14,296.000","14,296.000","14,296.000","14,296.000",-0.03%
2020年07月27日,"14,301.000","14,301.000","14,301.000","14,301.000",-0.09%
2020年07月22日,"14,314.000","14,314.000","14,314.000","14,314.000",-0.23%
2020年07月21日,"14,347.000","14,347.000","14,347.000","14,347.000",1.83%
2020年07月20日,"14,089.000","14,089.000","14,089.000","14,089.000",0.35%
2020年07月17日,"14,040.000","14,040.000","14,040.000","14,040.000",-0.14%
2020年07月16日,"14,059.000","14,059.000","14,059.000","14,059.000",-1.58%
2020年07月15日,"14,284.000","14,284.000","14,284.000","14,284.000",0.71%
2020年07月14日,"14,184.000","14,184.000","14,184.000","14,184.000",-1.01%
2020年07月13日,"14,329.000","14,329.000","14,329.000","14,329.000",1.60%
2020年07月10日,"14,104.000","14,104.000","14,104.000","14,104.000",-1.02%
2020年07月09日,"14,250.000","14,250.000","14,250.000","14,250.000",0.04%
2020年07月08日,"14,245.000","14,245.000","14,245.000","14,245.000",-0.15%
2020年07月07日,"14,267.000","14,267.000","14,267.000","14,267.000",0.73%
2020年07月06日,"14,163.000","14,163.000","14,163.000","14,163.000",1.70%
2020年07月03日,"13,926.000","13,926.000","13,926.000","13,926.000",2.19%
2020年07月02日,"13,627.000","13,627.000","13,627.000","13,627.000",-2.59%
2020年07月01日,"13,989.000","13,989.000","13,989.000","13,989.000",-1.25%
2020年06月30日,"14,166.000","14,166.000","14,166.000","14,166.000",-0.18%
2020年06月29日,"14,191.000","14,191.000","14,191.000","14,191.000",-1.21%
2020年06月26日,"14,365.000","14,365.000","14,365.000","14,365.000",0.70%
2020年06月25日,"14,265.000","14,265.000","14,265.000","14,265.000",-0.51%
2020年06月24日,"14,338.000","14,338.000","14,338.000","14,338.000",0.70%
2020年06月23日,"14,238.000","14,238.000","14,238.000","14,238.000",0.50%
2020年06月22日,"14,167.000","14,167.000","14,167.000","14,167.000",0.33%
2020年06月19日,"14,121.000","14,121.000","14,121.000","14,121.000",0.52%
2020年06月18日,"14,048.000","14,048.000","14,048.000","14,048.000",0.96%
2020年06月17日,"13,914.000","13,914.000","13,914.000","13,914.000",1.10%
2020年06月16日,"13,762.000","13,762.000","13,762.000","13,762.000",4.41%
2020年06月15日,"13,181.000","13,181.000","13,181.000","13,181.000",-2.62%
2020年06月12日,"13,535.000","13,535.000","13,535.000","13,535.000",-1.06%
2020年06月11日,"13,680.000","13,680.000","13,680.000","13,680.000",-2.20%
2020年06月10日,"13,988.000","13,988.000","13,988.000","13,988.000",1.00%
2020年06月09日,"13,849.000","13,849.000","13,849.000","13,849.000",0.10%
2020年06月08日,"13,835.000","13,835.000","13,835.000","13,835.000",1.69%
2020年06月05日,"13,605.000","13,605.000","13,605.000","13,605.000",0.11%
2020年06月04日,"13,590.000","13,590.000","13,590.000","13,590.000",-0.45%
2020年06月03日,"13,651.000","13,651.000","13,651.000","13,651.000",-0.56%
2020年06月02日,"13,728.000","13,728.000","13,728.000","13,728.000",1.07%
2020年06月01日,"13,582.000","13,582.000","13,582.000","13,582.000",0.97%
2020年05月29日,"13,451.000","13,451.000","13,451.000","13,451.000",0.93%
2020年05月28日,"13,327.000","13,327.000","13,327.000","13,327.000",0.03%
2020年05月27日,"13,323.000","13,323.000","13,323.000","13,323.000",0.14%
2020年05月26日,"13,305.000","13,305.000","13,305.000","13,305.000",0.23%
2020年05月25日,"13,275.000","13,275.000","13,275.000","13,275.000",1.81%
2020年05月22日,"13,039.000","13,039.000","13,039.000","13,039.000",-0.47%
2020年05月21日,"13,101.000","13,101.000","13,101.000","13,101.000",0.40%
2020年05月20日,"13,049.000","13,049.000","13,049.000","13,049.000",1.41%
2020年05月19日,"12,867.000","12,867.000","12,867.000","12,867.000",0.92%
2020年05月18日,"12,750.000","12,750.000","12,750.000","12,750.000",0.75%
2020年05月15日,"12,655.000","12,655.000","12,655.000","12,655.000",1.26%
2020年05月14日,"12,497.000","12,497.000","12,497.000","12,497.000",-2.05%
2020年05月13日,"12,758.000","12,758.000","12,758.000","12,758.000",0.06%
2020年05月12日,"12,750.000","12,750.000","12,750.000","12,750.000",0.48%
2020年05月11日,"12,689.000","12,689.000","12,689.000","12,689.000",1.69%
2020年05月08日,"12,478.000","12,478.000","12,478.000","12,478.000",1.56%
2020年05月07日,"12,286.000","12,286.000","12,286.000","12,286.000",1.47%
2020年05月01日,"12,108.000","12,108.000","12,108.000","12,108.000",-1.26%
2020年04月30日,"12,263.000","12,263.000","12,263.000","12,263.000",0.62%
2020年04月28日,"12,188.000","12,188.000","12,188.000","12,188.000",0.78%
2020年04月27日,"12,094.000","12,094.000","12,094.000","12,094.000",1.63%
2020年04月24日,"11,900.000","11,900.000","11,900.000","11,900.000",-0.37%
2020年04月23日,"11,944.000","11,944.000","11,944.000","11,944.000",1.74%
2020年04月22日,"11,740.000","11,740.000","11,740.000","11,740.000",-1.07%
2020年04月21日,"11,867.000","11,867.000","11,867.000","11,867.000",-2.34%
2020年04月20日,"12,151.000","12,151.000","12,151.000","12,151.000",0.86%
2020年04月17日,"12,047.000","12,047.000","12,047.000","12,047.000",0.44%
2020年04月16日,"11,994.000","11,994.000","11,994.000","11,994.000",1.39%
2020年04月15日,"11,829.000","11,829.000","11,829.000","11,829.000",0.08%
2020年04月14日,"11,819.000","11,819.000","11,819.000","11,819.000",1.93%
2020年04月13日,"11,595.000","11,595.000","11,595.000","11,595.000",-1.60%
2020年04月10日,"11,783.000","11,783.000","11,783.000","11,783.000",1.05%
2020年04月09日,"11,660.000","11,660.000","11,660.000","11,660.000",0.85%
2020年04月08日,"11,562.000","11,562.000","11,562.000","11,562.000",1.51%
2020年04月07日,"11,390.000","11,390.000","11,390.000","11,390.000",2.78%
2020年04月06日,"11,082.000","11,082.000","11,082.000","11,082.000",3.72%
2020年04月03日,"10,685.000","10,685.000","10,685.000","10,685.000",-1.19%
2020年04月02日,"10,814.000","10,814.000","10,814.000","10,814.000",-1.35%
2020年04月01日,"10,962.000","10,962.000","10,962.000","10,962.000",-2.98%
2020年03月31日,"11,299.000","11,299.000","11,299.000","11,299.000",0.01%
2020年03月30日,"11,298.000","11,298.000","11,298.000","11,298.000",-0.89%
2020年03月27日,"11,400.000","11,400.000","11,400.000","11,400.000",3.76%
2020年03月26日,"10,987.000","10,987.000","10,987.000","10,987.000",-2.31%
2020年03月25日,"11,247.000","11,247.000","11,247.000","11,247.000",6.34%
2020年03月24日,"10,576.000","10,576.000","10,576.000","10,576.000",4.66%
2020年03月23日,"10,105.000","10,105.000","10,105.000","10,105.000",1.01%
2020年03月19日,"10,004.000","10,004.000","10,004.000","10,004.000",-2.08%
2020年03月18日,"10,217.000","10,217.000","10,217.000","10,217.000",-0.93%
2020年03月17日,"10,313.000","10,313.000","10,313.000","10,313.000",4.38%
2020年03月16日,"9,880.000","9,880.000","9,880.000","9,880.000",-0.21%
2020年03月13日,"9,901.000","9,901.000","9,901.000","9,901.000",-5.90%
2020年03月12日,"10,522.000","10,522.000","10,522.000","10,522.000",-5.16%
2020年03月11日,"11,094.000","11,094.000","11,094.000","11,094.000",-2.70%
2020年03月10日,"11,402.000","11,402.000","11,402.000","11,402.000",2.59%
2020年03月09日,"11,114.000","11,114.000","11,114.000","11,114.000",-7.45%
2020年03月06日,"12,009.000","12,009.000","12,009.000","12,009.000",-3.90%
2020年03月05日,"12,496.000","12,496.000","12,496.000","12,496.000",0.13%
2020年03月04日,"12,480.000","12,480.000","12,480.000","12,480.000",0.15%
2020年03月03日,"12,461.000","12,461.000","12,461.000","12,461.000",-1.75%
2020年03月02日,"12,683.000","12,683.000","12,683.000","12,683.000",4.05%
2020年02月28日,"12,189.000","12,189.000","12,189.000","12,189.000",-5.39%
2020年02月27日,"12,883.000","12,883.000","12,883.000","12,883.000",-3.51%
2020年02月26日,"13,351.000","13,351.000","13,351.000","13,351.000",-0.85%
2020年02月25日,"13,466.000","13,466.000","13,466.000","13,466.000",-4.07%
2020年02月21日,"14,037.000","14,037.000","14,037.000","14,037.000",-0.33%
2020年02月20日,"14,083.000","14,083.000","14,083.000","14,083.000",-0.35%
2020年02月19日,"14,132.000","14,132.000","14,132.000","14,132.000",1.33%
2020年02月18日,"13,946.000","13,946.000","13,946.000","13,946.000",-2.41%
2020年02月17日,"14,291.000","14,291.000","14,291.000","14,291.000",-1.66%
2020年02月14日,"14,532.000","14,532.000","14,532.000","14,532.000",-0.79%
2020年02月13日,"14,648.000","14,648.000","14,648.000","14,648.000",-0.15%
2020年02月12日,"14,670.000","14,670.000","14,670.000","14,670.000",0.24%
2020年02月10日,"14,635.000","14,635.000","14,635.000","14,635.000",-0.83%
2020年02月07日,"14,758.000","14,758.000","14,758.000","14,758.000",-0.38%
2020年02月06日,"14,815.000","14,815.000","14,815.000","14,815.000",1.67%
2020年02月05日,"14,571.000","14,571.000","14,571.000","14,571.000",0.91%
2020年02月04日,"14,440.000","14,440.000","14,440.000","14,440.000",0.87%
2020年02月03日,"14,316.000","14,316.000","14,316.000","14,316.000",-1.15%
2020年01月31日,"14,482.000","14,482.000","14,482.000","14,482.000",1.39%
2020年01月30日,"14,283.000","14,283.000","14,283.000","14,283.000",-2.94%
2020年01月29日,"14,715.000","14,715.000","14,715.000","14,715.000",-0.64%
2020年01月28日,"14,810.000","14,810.000","14,810.000","14,810.000",-0.11%
2020年01月27日,"14,826.000","14,826.000","14,826.000","14,826.000",-2.05%
2020年01月24日,"15,137.000","15,137.000","15,137.000","15,137.000",-0.70%
2020年01月23日,"15,243.000","15,243.000","15,243.000","15,243.000",-0.62%
2020年01月22日,"15,338.000","15,338.000","15,338.000","15,338.000",0.89%
2020年01月21日,"15,203.000","15,203.000","15,203.000","15,203.000",0.03%
2020年01月20日,"15,199.000","15,199.000","15,199.000","15,199.000",0.62%
2020年01月17日,"15,105.000","15,105.000","15,105.000","15,105.000",0.01%
2020年01月16日,"15,104.000","15,104.000","15,104.000","15,104.000",-0.45%
2020年01月15日,"15,172.000","15,172.000","15,172.000","15,172.000",0.37%
2020年01月14日,"15,116.000","15,116.000","15,116.000","15,116.000",-0.13%
2020年01月10日,"15,135.000","15,135.000","15,135.000","15,135.000",0.34%
2020年01月09日,"15,083.000","15,083.000","15,083.000","15,083.000",1.96%
2020年01月08日,"14,793.000","14,793.000","14,793.000","14,793.000",-1.88%
2020年01月07日,"15,077.000","15,077.000","15,077.000","15,077.000",1.49%
2020年01月06日,"14,856.000","14,856.000","14,856.000","14,856.000",-1.59%
2019年12月30日,"15,096.000","15,096.000","15,096.000","15,096.000",-0.47%
2019年12月27日,"15,168.000","15,168.000","15,168.000","15,168.000",0.90%
2019年12月26日,"15,032.000","15,032.000","15,032.000","15,032.000",0.64%
2019年12月25日,"14,936.000","14,936.000","14,936.000","14,936.000",-0.26%
2019年12月24日,"14,975.000","14,975.000","14,975.000","14,975.000",0.34%
2019年12月23日,"14,925.000","14,925.000","14,925.000","14,925.000",-0.31%
2019年12月20日,"14,972.000","14,972.000","14,972.000","14,972.000",0.48%
2019年12月19日,"14,900.000","14,900.000","14,900.000","14,900.000",0.01%
2019年12月18日,"14,899.000","14,899.000","14,899.000","14,899.000",-0.59%
2019年12月17日,"14,987.000","14,987.000","14,987.000","14,987.000",0.86%
2019年12月16日,"14,859.000","14,859.000","14,859.000","14,859.000",0.17%
2019年12月13日,"14,834.000","14,834.000","14,834.000","14,834.000",0.60%
2019年12月12日,"14,746.000","14,746.000","14,746.000","14,746.000",-0.42%
2019年12月11日,"14,808.000","14,808.000","14,808.000","14,808.000",-0.31%
2019年12月10日,"14,854.000","14,854.000","14,854.000","14,854.000",0.41%
2019年12月09日,"14,793.000","14,793.000","14,793.000","14,793.000",0.60%
2019年12月06日,"14,705.000","14,705.000","14,705.000","14,705.000",0.62%
2019年12月05日,"14,615.000","14,615.000","14,615.000","14,615.000",0.25%
2019年12月04日,"14,578.000","14,578.000","14,578.000","14,578.000",-0.12%
2019年12月03日,"14,595.000","14,595.000","14,595.000","14,595.000",0.09%
2019年12月02日,"14,582.000","14,582.000","14,582.000","14,582.000",0.48%
2019年11月29日,"14,512.000","14,512.000","14,512.000","14,512.000",0.12%
2019年11月28日,"14,495.000","14,495.000","14,495.000","14,495.000",-0.40%
2019年11月27日,"14,553.000","14,553.000","14,553.000","14,553.000",0.78%
2019年11月26日,"14,440.000","14,440.000","14,440.000","14,440.000",0.58%
2019年11月25日,"14,357.000","14,357.000","14,357.000","14,357.000",0.89%
2019年11月22日,"14,230.000","14,230.000","14,230.000","14,230.000",0.47%
2019年11月21日,"14,163.000","14,163.000","14,163.000","14,163.000",-0.33%
2019年11月20日,"14,210.000","14,210.000","14,210.000","14,210.000",-0.55%
2019年11月19日,"14,288.000","14,288.000","14,288.000","14,288.000",0.03%
2019年11月18日,"14,284.000","14,284.000","14,284.000","14,284.000",0.53%
2019年11月15日,"14,209.000","14,209.000","14,209.000","14,209.000",1.26%
2019年11月14日,"14,032.000","14,032.000","14,032.000","14,032.000",-1.33%
2019年11月13日,"14,221.000","14,221.000","14,221.000","14,221.000",-0.72%
2019年11月12日,"14,324.000","14,324.000","14,324.000","14,324.000",0.53%
2019年11月11日,"14,249.000","14,249.000","14,249.000","14,249.000",0.39%
2019年11月08日,"14,193.000","14,193.000","14,193.000","14,193.000",-0.04%
2019年11月07日,"14,198.000","14,198.000","14,198.000","14,198.000",0.16%
2019年11月06日,"14,176.000","14,176.000","14,176.000","14,176.000",0.18%
2019年11月05日,"14,150.000","14,150.000","14,150.000","14,150.000",1.06%
2019年11月01日,"14,002.000","14,002.000","14,002.000","14,002.000",-0.45%
2019年10月31日,"14,065.000","14,065.000","14,065.000","14,065.000",-0.23%
2019年10月30日,"14,098.000","14,098.000","14,098.000","14,098.000",0.16%
2019年10月29日,"14,076.000","14,076.000","14,076.000","14,076.000",0.61%
2019年10月28日,"13,990.000","13,990.000","13,990.000","13,990.000",0.37%
2019年10月25日,"13,938.000","13,938.000","13,938.000","13,938.000",0.22%
2019年10月24日,"13,907.000","13,907.000","13,907.000","13,907.000",0.30%
2019年10月23日,"13,866.000","13,866.000","13,866.000","13,866.000",0.78%
2019年10月21日,"13,759.000","13,759.000","13,759.000","13,759.000",0.18%
2019年10月18日,"13,734.000","13,734.000","13,734.000","13,734.000",0.28%
2019年10月17日,"13,695.000","13,695.000","13,695.000","13,695.000",0.05%
2019年10月16日,"13,688.000","13,688.000","13,688.000","13,688.000",-0.36%
2019年10月15日,"13,738.000","13,738.000","13,738.000","13,738.000",1.12%
2019年10月11日,"13,586.000","13,586.000","13,586.000","13,586.000",0.44%
2019年10月10日,"13,527.000","13,527.000","13,527.000","13,527.000",-0.89%
2019年10月09日,"13,648.000","13,648.000","13,648.000","13,648.000",-0.16%
2019年10月08日,"13,670.000","13,670.000","13,670.000","13,670.000",1.19%
2019年10月07日,"13,509.000","13,509.000","13,509.000","13,509.000",0.54%
2019年10月04日,"13,437.000","13,437.000","13,437.000","13,437.000",0.80%
2019年10月03日,"13,330.000","13,330.000","13,330.000","13,330.000",-1.54%
2019年10月02日,"13,539.000","13,539.000","13,539.000","13,539.000",-0.28%
2019年10月01日,"13,577.000","13,577.000","13,577.000","13,577.000",0.87%
2019年09月30日,"13,460.000","13,460.000","13,460.000","13,460.000",-0.83%
2019年09月27日,"13,573.000","13,573.000","13,573.000","13,573.000",-0.04%
2019年09月26日,"13,579.000","13,579.000","13,579.000","13,579.000",0.23%
2019年09月25日,"13,548.000","13,548.000","13,548.000","13,548.000",0.07%
2019年09月24日,"13,538.000","13,538.000","13,538.000","13,538.000",0.66%
2019年09月20日,"13,449.000","13,449.000","13,449.000","13,449.000",0.36%
2019年09月19日,"13,401.000","13,401.000","13,401.000","13,401.000",1.01%
2019年09月18日,"13,267.000","13,267.000","13,267.000","13,267.000",-0.26%
2019年09月17日,"13,301.000","13,301.000","13,301.000","13,301.000",0.40%
2019年09月13日,"13,248.000","13,248.000","13,248.000","13,248.000",0.18%
2019年09月12日,"13,224.000","13,224.000","13,224.000","13,224.000",0.22%
2019年09月11日,"13,195.000","13,195.000","13,195.000","13,195.000",0.82%
2019年09月10日,"13,088.000","13,088.000","13,088.000","13,088.000",-0.86%
2019年09月09日,"13,201.000","13,201.000","13,201.000","13,201.000",0.96%
2019年09月06日,"13,075.000","13,075.000","13,075.000","13,075.000",-0.56%
2019年09月05日,"13,148.000","13,148.000","13,148.000","13,148.000",1.46%
2019年09月04日,"12,959.000","12,959.000","12,959.000","12,959.000",-0.29%
2019年09月03日,"12,997.000","12,997.000","12,997.000","12,997.000",0.35%
2019年09月02日,"12,952.000","12,952.000","12,952.000","12,952.000",-0.57%
2019年08月30日,"13,026.000","13,026.000","13,026.000","13,026.000",1.46%
2019年08月29日,"12,838.000","12,838.000","12,838.000","12,838.000",-0.36%
2019年08月28日,"12,885.000","12,885.000","12,885.000","12,885.000",-0.29%
2019年08月27日,"12,923.000","12,923.000","12,923.000","12,923.000",0.57%
2019年08月26日,"12,850.000","12,850.000","12,850.000","12,850.000",-1.71%
2019年08月23日,"13,073.000","13,073.000","13,073.000","13,073.000",-0.19%
2019年08月22日,"13,098.000","13,098.000","13,098.000","13,098.000",-0.78%
2019年08月21日,"13,201.000","13,201.000","13,201.000","13,201.000",-0.44%
2019年08月20日,"13,260.000","13,260.000","13,260.000","13,260.000",1.02%
2019年08月19日,"13,126.000","13,126.000","13,126.000","13,126.000",0.28%
2019年08月16日,"13,089.000","13,089.000","13,089.000","13,089.000",0.06%
2019年08月15日,"13,081.000","13,081.000","13,081.000","13,081.000",-0.99%
2019年08月14日,"13,212.000","13,212.000","13,212.000","13,212.000",0.88%
2019年08月13日,"13,097.000","13,097.000","13,097.000","13,097.000",-0.83%
2019年08月09日,"13,206.000","13,206.000","13,206.000","13,206.000",-0.17%
2019年08月08日,"13,229.000","13,229.000","13,229.000","13,229.000",0.22%
2019年08月07日,"13,200.000","13,200.000","13,200.000","13,200.000",-0.32%
