日付け,終値,始値,高値,安値,変化率 %
2018年02月09日,"18,079.000","18,079.000","18,079.000","18,079.000",-2.61%
2018年02月08日,"18,563.000","18,563.000","18,563.000","18,563.000",1.53%
2018年02月07日,"18,284.000","18,284.000","18,284.000","18,284.000",0.08%
2018年02月06日,"18,270.000","18,270.000","18,270.000","18,270.000",-7.26%
2018年02月05日,"19,701.000","19,701.000","19,701.000","19,701.000",-3.00%
2018年02月02日,"20,311.000","20,311.000","20,311.000","20,311.000",-0.34%
2018年02月01日,"20,380.000","20,380.000","20,380.000","20,380.000",2.17%
2018年01月31日,"19,948.000","19,948.000","19,948.000","19,948.000",-0.45%
2018年01月30日,"20,039.000","20,039.000","20,039.000","20,039.000",-1.55%
2018年01月29日,"20,354.000","20,354.000","20,354.000","20,354.000",0.47%
2018年01月26日,"20,258.000","20,258.000","20,258.000","20,258.000",0.07%
2018年01月25日,"20,243.000","20,243.000","20,243.000","20,243.000",-0.38%
2018年01月24日,"20,321.000","20,321.000","20,321.000","20,321.000",-0.45%
2018年01月23日,"20,413.000","20,413.000","20,413.000","20,413.000",0.79%
2018年01月22日,"20,254.000","20,254.000","20,254.000","20,254.000",-4.13%
2018年01月19日,"21,126.000","21,126.000","21,126.000","21,126.000",1.25%
2018年01月18日,"20,866.000","20,866.000","20,866.000","20,866.000",-1.08%
2018年01月17日,"21,094.000","21,094.000","21,094.000","21,094.000",-0.73%
2018年01月16日,"21,249.000","21,249.000","21,249.000","21,249.000",0.39%
2018年01月15日,"21,166.000","21,166.000","21,166.000","21,166.000",0.18%
2018年01月12日,"21,127.000","21,127.000","21,127.000","21,127.000",0.52%
2018年01月11日,"21,017.000","21,017.000","21,017.000","21,017.000",0.04%
2018年01月10日,"21,008.000","21,008.000","21,008.000","21,008.000",0.32%
2018年01月09日,"20,942.000","20,942.000","20,942.000","20,942.000",0.44%
2018年01月05日,"20,850.000","20,850.000","20,850.000","20,850.000",0.67%
2018年01月04日,"20,711.000","20,711.000","20,711.000","20,711.000",1.84%
2017年12月29日,"20,337.000","20,337.000","20,337.000","20,337.000",0.21%
2017年12月28日,"20,295.000","20,295.000","20,295.000","20,295.000",-0.56%
2017年12月27日,"20,410.000","20,410.000","20,410.000","20,410.000",1.63%
2017年12月26日,"20,083.000","20,083.000","20,083.000","20,083.000",-0.19%
2017年12月25日,"20,121.000","20,121.000","20,121.000","20,121.000",-0.23%
2017年12月22日,"20,167.000","20,167.000","20,167.000","20,167.000",0.42%
2017年12月21日,"20,083.000","20,083.000","20,083.000","20,083.000",0.55%
2017年12月20日,"19,973.000","19,973.000","19,973.000","19,973.000",0.52%
2017年12月19日,"19,870.000","19,870.000","19,870.000","19,870.000",-0.24%
2017年12月18日,"19,917.000","19,917.000","19,917.000","19,917.000",0.85%
2017年12月15日,"19,749.000","19,749.000","19,749.000","19,749.000",-0.15%
2017年12月14日,"19,778.000","19,778.000","19,778.000","19,778.000",0.46%
2017年12月13日,"19,688.000","19,688.000","19,688.000","19,688.000",-0.53%
2017年12月12日,"19,793.000","19,793.000","19,793.000","19,793.000",0.21%
2017年12月11日,"19,752.000","19,752.000","19,752.000","19,752.000",0.23%
2017年12月08日,"19,706.000","19,706.000","19,706.000","19,706.000",0.63%
2017年12月07日,"19,583.000","19,583.000","19,583.000","19,583.000",1.94%
2017年12月06日,"19,210.000","19,210.000","19,210.000","19,210.000",-1.61%
2017年12月05日,"19,524.000","19,524.000","19,524.000","19,524.000",-0.44%
2017年12月04日,"19,611.000","19,611.000","19,611.000","19,611.000",-0.37%
2017年12月01日,"19,684.000","19,684.000","19,684.000","19,684.000",-0.01%
2017年11月30日,"19,685.000","19,685.000","19,685.000","19,685.000",-0.40%
2017年11月29日,"19,764.000","19,764.000","19,764.000","19,764.000",0.36%
2017年11月28日,"19,693.000","19,693.000","19,693.000","19,693.000",-1.07%
2017年11月27日,"19,907.000","19,907.000","19,907.000","19,907.000",-0.14%
2017年11月24日,"19,935.000","19,935.000","19,935.000","19,935.000",0.88%
2017年11月22日,"19,762.000","19,762.000","19,762.000","19,762.000",0.90%
2017年11月21日,"19,586.000","19,586.000","19,586.000","19,586.000",0.94%
2017年11月20日,"19,404.000","19,404.000","19,404.000","19,404.000",0.76%
2017年11月17日,"19,258.000","19,258.000","19,258.000","19,258.000",0.61%
2017年11月16日,"19,142.000","19,142.000","19,142.000","19,142.000",1.86%
2017年11月15日,"18,792.000","18,792.000","18,792.000","18,792.000",-2.78%
2017年11月14日,"19,329.000","19,329.000","19,329.000","19,329.000",-0.56%
2017年11月13日,"19,437.000","19,437.000","19,437.000","19,437.000",-0.15%
2017年11月10日,"19,466.000","19,466.000","19,466.000","19,466.000",0.29%
2017年11月09日,"19,410.000","19,410.000","19,410.000","19,410.000",-0.40%
2017年11月08日,"19,487.000","19,487.000","19,487.000","19,487.000",0.51%
2017年11月07日,"19,388.000","19,388.000","19,388.000","19,388.000",0.85%
2017年11月06日,"19,225.000","19,225.000","19,225.000","19,225.000",-0.33%
2017年11月02日,"19,289.000","19,289.000","19,289.000","19,289.000",-0.14%
2017年11月01日,"19,316.000","19,316.000","19,316.000","19,316.000",0.86%
2017年10月31日,"19,151.000","19,151.000","19,151.000","19,151.000",0.42%
2017年10月30日,"19,071.000","19,071.000","19,071.000","19,071.000",0.70%
2017年10月27日,"18,938.000","18,938.000","18,938.000","18,938.000",1.16%
2017年10月26日,"18,721.000","18,721.000","18,721.000","18,721.000",0.40%
2017年10月25日,"18,647.000","18,647.000","18,647.000","18,647.000",-0.12%
2017年10月24日,"18,669.000","18,669.000","18,669.000","18,669.000",0.94%
2017年10月23日,"18,496.000","18,496.000","18,496.000","18,496.000",1.42%
2017年10月20日,"18,237.000","18,237.000","18,237.000","18,237.000",-0.08%
2017年10月19日,"18,251.000","18,251.000","18,251.000","18,251.000",-0.05%
2017年10月18日,"18,260.000","18,260.000","18,260.000","18,260.000",-0.89%
2017年10月17日,"18,424.000","18,424.000","18,424.000","18,424.000",0.21%
2017年10月16日,"18,386.000","18,386.000","18,386.000","18,386.000",-0.42%
2017年10月13日,"18,463.000","18,463.000","18,463.000","18,463.000",0.25%
2017年10月12日,"18,417.000","18,417.000","18,417.000","18,417.000",0.27%
2017年10月11日,"18,368.000","18,368.000","18,368.000","18,368.000",-0.54%
2017年10月10日,"18,468.000","18,468.000","18,468.000","18,468.000",0.80%
2017年10月06日,"18,322.000","18,322.000","18,322.000","18,322.000",0.60%
2017年10月05日,"18,212.000","18,212.000","18,212.000","18,212.000",-1.22%
2017年10月04日,"18,436.000","18,436.000","18,436.000","18,436.000",-0.41%
2017年10月03日,"18,512.000","18,512.000","18,512.000","18,512.000",0.38%
2017年10月02日,"18,442.000","18,442.000","18,442.000","18,442.000",0.39%
2017年09月29日,"18,370.000","18,370.000","18,370.000","18,370.000",0.27%
2017年09月28日,"18,321.000","18,321.000","18,321.000","18,321.000",1.02%
2017年09月27日,"18,136.000","18,136.000","18,136.000","18,136.000",0.97%
2017年09月26日,"17,962.000","17,962.000","17,962.000","17,962.000",0.18%
2017年09月25日,"17,929.000","17,929.000","17,929.000","17,929.000",1.07%
2017年09月22日,"17,740.000","17,740.000","17,740.000","17,740.000",-1.02%
2017年09月21日,"17,922.000","17,922.000","17,922.000","17,922.000",-0.06%
2017年09月20日,"17,933.000","17,933.000","17,933.000","17,933.000",-0.54%
2017年09月19日,"18,031.000","18,031.000","18,031.000","18,031.000",1.34%
2017年09月15日,"17,793.000","17,793.000","17,793.000","17,793.000",1.58%
2017年09月14日,"17,516.000","17,516.000","17,516.000","17,516.000",-0.48%
2017年09月13日,"17,601.000","17,601.000","17,601.000","17,601.000",0.65%
2017年09月12日,"17,488.000","17,488.000","17,488.000","17,488.000",1.00%
2017年09月11日,"17,315.000","17,315.000","17,315.000","17,315.000",1.81%
2017年09月08日,"17,007.000","17,007.000","17,007.000","17,007.000",-0.12%
2017年09月07日,"17,027.000","17,027.000","17,027.000","17,027.000",0.64%
2017年09月06日,"16,919.000","16,919.000","16,919.000","16,919.000",0.64%
2017年09月05日,"16,811.000","16,811.000","16,811.000","16,811.000",-2.98%
2017年09月04日,"17,328.000","17,328.000","17,328.000","17,328.000",-1.72%
2017年09月01日,"17,631.000","17,631.000","17,631.000","17,631.000",0.50%
2017年08月31日,"17,543.000","17,543.000","17,543.000","17,543.000",0.82%
2017年08月30日,"17,401.000","17,401.000","17,401.000","17,401.000",0.47%
2017年08月29日,"17,320.000","17,320.000","17,320.000","17,320.000",0.63%
2017年08月28日,"17,211.000","17,211.000","17,211.000","17,211.000",0.78%
2017年08月25日,"17,078.000","17,078.000","17,078.000","17,078.000",0.30%
2017年08月24日,"17,027.000","17,027.000","17,027.000","17,027.000",0.40%
2017年08月23日,"16,959.000","16,959.000","16,959.000","16,959.000",0.58%
2017年08月22日,"16,862.000","16,862.000","16,862.000","16,862.000",0.64%
2017年08月21日,"16,755.000","16,755.000","16,755.000","16,755.000",0.07%
2017年08月18日,"16,743.000","16,743.000","16,743.000","16,743.000",-0.98%
2017年08月17日,"16,909.000","16,909.000","16,909.000","16,909.000",0.71%
2017年08月16日,"16,789.000","16,789.000","16,789.000","16,789.000",0.85%
2017年08月15日,"16,648.000","16,648.000","16,648.000","16,648.000",1.44%
2017年08月14日,"16,411.000","16,411.000","16,411.000","16,411.000",-1.22%
2017年08月10日,"16,614.000","16,614.000","16,614.000","16,614.000",-0.20%
2017年08月09日,"16,647.000","16,647.000","16,647.000","16,647.000",-1.29%
2017年08月08日,"16,865.000","16,865.000","16,865.000","16,865.000",0.42%
2017年08月07日,"16,795.000","16,795.000","16,795.000","16,795.000",0.65%
2017年08月04日,"16,687.000","16,687.000","16,687.000","16,687.000",0.23%
2017年08月03日,"16,649.000","16,649.000","16,649.000","16,649.000",-0.20%
2017年08月02日,"16,683.000","16,683.000","16,683.000","16,683.000",1.15%
2017年08月01日,"16,494.000","16,494.000","16,494.000","16,494.000",-1.20%
2017年07月31日,"16,694.000","16,694.000","16,694.000","16,694.000",-0.10%
2017年07月28日,"16,711.000","16,711.000","16,711.000","16,711.000",-0.91%
2017年07月27日,"16,865.000","16,865.000","16,865.000","16,865.000",0.27%
2017年07月26日,"16,820.000","16,820.000","16,820.000","16,820.000",0.27%
2017年07月25日,"16,775.000","16,775.000","16,775.000","16,775.000",-0.30%
2017年07月24日,"16,826.000","16,826.000","16,826.000","16,826.000",0.12%
2017年07月21日,"16,805.000","16,805.000","16,805.000","16,805.000",-3.63%
2017年07月20日,"17,438.000","17,438.000","17,438.000","17,438.000",0.84%
2017年07月19日,"17,292.000","17,292.000","17,292.000","17,292.000",0.48%
2017年07月18日,"17,209.000","17,209.000","17,209.000","17,209.000",-0.02%
2017年07月14日,"17,213.000","17,213.000","17,213.000","17,213.000",0.34%
2017年07月13日,"17,155.000","17,155.000","17,155.000","17,155.000",-0.11%
2017年07月12日,"17,174.000","17,174.000","17,174.000","17,174.000",-0.40%
2017年07月11日,"17,243.000","17,243.000","17,243.000","17,243.000",0.88%
2017年07月10日,"17,093.000","17,093.000","17,093.000","17,093.000",0.89%
2017年07月07日,"16,943.000","16,943.000","16,943.000","16,943.000",-0.26%
2017年07月06日,"16,987.000","16,987.000","16,987.000","16,987.000",0.11%
2017年07月05日,"16,969.000","16,969.000","16,969.000","16,969.000",1.18%
2017年07月04日,"16,771.000","16,771.000","16,771.000","16,771.000",-1.36%
2017年07月03日,"17,002.000","17,002.000","17,002.000","17,002.000",0.90%
2017年06月30日,"16,850.000","16,850.000","16,850.000","16,850.000",-0.51%
2017年06月29日,"16,936.000","16,936.000","16,936.000","16,936.000",0.74%
2017年06月28日,"16,812.000","16,812.000","16,812.000","16,812.000",-1.68%
2017年06月27日,"17,099.000","17,099.000","17,099.000","17,099.000",0.51%
2017年06月26日,"17,013.000","17,013.000","17,013.000","17,013.000",0.88%
2017年06月23日,"16,865.000","16,865.000","16,865.000","16,865.000",-0.90%
2017年06月22日,"17,019.000","17,019.000","17,019.000","17,019.000",0.35%
2017年06月21日,"16,960.000","16,960.000","16,960.000","16,960.000",0.04%
2017年06月20日,"16,953.000","16,953.000","16,953.000","16,953.000",0.91%
2017年06月19日,"16,800.000","16,800.000","16,800.000","16,800.000",1.03%
2017年06月16日,"16,629.000","16,629.000","16,629.000","16,629.000",0.19%
2017年06月15日,"16,598.000","16,598.000","16,598.000","16,598.000",0.16%
2017年06月14日,"16,571.000","16,571.000","16,571.000","16,571.000",0.02%
2017年06月13日,"16,567.000","16,567.000","16,567.000","16,567.000",0.41%
2017年06月12日,"16,500.000","16,500.000","16,500.000","16,500.000",-0.88%
2017年06月09日,"16,646.000","16,646.000","16,646.000","16,646.000",0.50%
2017年06月08日,"16,564.000","16,564.000","16,564.000","16,564.000",-0.07%
2017年06月07日,"16,576.000","16,576.000","16,576.000","16,576.000",0.52%
2017年06月06日,"16,490.000","16,490.000","16,490.000","16,490.000",-0.91%
2017年06月05日,"16,641.000","16,641.000","16,641.000","16,641.000",1.06%
2017年06月02日,"16,467.000","16,467.000","16,467.000","16,467.000",0.08%
2017年06月01日,"16,454.000","16,454.000","16,454.000","16,454.000",0.82%
2017年05月31日,"16,320.000","16,320.000","16,320.000","16,320.000",0.12%
2017年05月30日,"16,300.000","16,300.000","16,300.000","16,300.000",0.48%
2017年05月29日,"16,222.000","16,222.000","16,222.000","16,222.000",0.06%
2017年05月26日,"16,213.000","16,213.000","16,213.000","16,213.000",-0.37%
2017年05月25日,"16,273.000","16,273.000","16,273.000","16,273.000",-0.46%
2017年05月24日,"16,348.000","16,348.000","16,348.000","16,348.000",1.36%
2017年05月23日,"16,129.000","16,129.000","16,129.000","16,129.000",-0.12%
2017年05月22日,"16,149.000","16,149.000","16,149.000","16,149.000",1.29%
2017年05月19日,"15,943.000","15,943.000","15,943.000","15,943.000",0.74%
2017年05月18日,"15,826.000","15,826.000","15,826.000","15,826.000",-1.09%
2017年05月17日,"16,000.000","16,000.000","16,000.000","16,000.000",-0.01%
2017年05月16日,"16,001.000","16,001.000","16,001.000","16,001.000",0.71%
2017年05月15日,"15,888.000","15,888.000","15,888.000","15,888.000",0.40%
2017年05月12日,"15,825.000","15,825.000","15,825.000","15,825.000",-0.85%
2017年05月11日,"15,961.000","15,961.000","15,961.000","15,961.000",0.29%
2017年05月10日,"15,915.000","15,915.000","15,915.000","15,915.000",0.65%
2017年05月09日,"15,813.000","15,813.000","15,813.000","15,813.000",-0.22%
2017年05月08日,"15,848.000","15,848.000","15,848.000","15,848.000",1.78%
2017年05月02日,"15,571.000","15,571.000","15,571.000","15,571.000",0.74%
2017年05月01日,"15,456.000","15,456.000","15,456.000","15,456.000",1.17%
2017年04月28日,"15,278.000","15,278.000","15,278.000","15,278.000",0.09%
2017年04月27日,"15,265.000","15,265.000","15,265.000","15,265.000",0.80%
2017年04月26日,"15,144.000","15,144.000","15,144.000","15,144.000",1.73%
2017年04月25日,"14,886.000","14,886.000","14,886.000","14,886.000",1.22%
2017年04月24日,"14,706.000","14,706.000","14,706.000","14,706.000",0.01%
2017年04月21日,"14,704.000","14,704.000","14,704.000","14,704.000",1.19%
2017年04月20日,"14,531.000","14,531.000","14,531.000","14,531.000",0.22%
2017年04月19日,"14,499.000","14,499.000","14,499.000","14,499.000",0.70%
2017年04月18日,"14,398.000","14,398.000","14,398.000","14,398.000",1.09%
2017年04月17日,"14,243.000","14,243.000","14,243.000","14,243.000",1.02%
2017年04月14日,"14,099.000","14,099.000","14,099.000","14,099.000",-0.83%
2017年04月13日,"14,217.000","14,217.000","14,217.000","14,217.000",-0.39%
2017年04月12日,"14,272.000","14,272.000","14,272.000","14,272.000",-2.50%
2017年04月11日,"14,638.000","14,638.000","14,638.000","14,638.000",-1.32%
2017年04月10日,"14,834.000","14,834.000","14,834.000","14,834.000",0.96%
2017年04月07日,"14,693.000","14,693.000","14,693.000","14,693.000",0.84%
2017年04月06日,"14,570.000","14,570.000","14,570.000","14,570.000",-2.63%
2017年04月05日,"14,963.000","14,963.000","14,963.000","14,963.000",-0.29%
2017年04月04日,"15,006.000","15,006.000","15,006.000","15,006.000",-2.42%
2017年04月03日,"15,378.000","15,378.000","15,378.000","15,378.000",-0.54%
2017年03月31日,"15,462.000","15,462.000","15,462.000","15,462.000",-0.67%
2017年03月30日,"15,566.000","15,566.000","15,566.000","15,566.000",-0.56%
2017年03月29日,"15,653.000","15,653.000","15,653.000","15,653.000",1.39%
2017年03月28日,"15,439.000","15,439.000","15,439.000","15,439.000",1.53%
2017年03月27日,"15,207.000","15,207.000","15,207.000","15,207.000",-1.09%
2017年03月24日,"15,374.000","15,374.000","15,374.000","15,374.000",1.05%
2017年03月23日,"15,214.000","15,214.000","15,214.000","15,214.000",-0.06%
2017年03月22日,"15,223.000","15,223.000","15,223.000","15,223.000",-2.07%
2017年03月21日,"15,544.000","15,544.000","15,544.000","15,544.000",0.30%
2017年03月17日,"15,497.000","15,497.000","15,497.000","15,497.000",0.03%
2017年03月16日,"15,493.000","15,493.000","15,493.000","15,493.000",0.99%
2017年03月15日,"15,341.000","15,341.000","15,341.000","15,341.000",-1.25%
2017年03月14日,"15,535.000","15,535.000","15,535.000","15,535.000",0.39%
2017年03月13日,"15,475.000","15,475.000","15,475.000","15,475.000",-0.60%
2017年03月10日,"15,569.000","15,569.000","15,569.000","15,569.000",0.38%
2017年03月09日,"15,510.000","15,510.000","15,510.000","15,510.000",0.55%
2017年03月08日,"15,425.000","15,425.000","15,425.000","15,425.000",-0.03%
2017年03月07日,"15,430.000","15,430.000","15,430.000","15,430.000",-0.21%
2017年03月06日,"15,463.000","15,463.000","15,463.000","15,463.000",0.36%
2017年03月03日,"15,408.000","15,408.000","15,408.000","15,408.000",-0.14%
2017年03月02日,"15,430.000","15,430.000","15,430.000","15,430.000",1.01%
2017年03月01日,"15,275.000","15,275.000","15,275.000","15,275.000",1.14%
2017年02月28日,"15,103.000","15,103.000","15,103.000","15,103.000",0.33%
2017年02月27日,"15,054.000","15,054.000","15,054.000","15,054.000",-0.77%
2017年02月24日,"15,171.000","15,171.000","15,171.000","15,171.000",-0.15%
2017年02月23日,"15,194.000","15,194.000","15,194.000","15,194.000",-0.14%
2017年02月22日,"15,216.000","15,216.000","15,216.000","15,216.000",-0.15%
2017年02月21日,"15,239.000","15,239.000","15,239.000","15,239.000",0.41%
2017年02月20日,"15,177.000","15,177.000","15,177.000","15,177.000",0.54%
2017年02月17日,"15,096.000","15,096.000","15,096.000","15,096.000",-0.11%
2017年02月16日,"15,113.000","15,113.000","15,113.000","15,113.000",0.03%
2017年02月15日,"15,109.000","15,109.000","15,109.000","15,109.000",0.75%
2017年02月14日,"14,997.000","14,997.000","14,997.000","14,997.000",-0.23%
2017年02月13日,"15,031.000","15,031.000","15,031.000","15,031.000",0.47%
2017年02月10日,"14,961.000","14,961.000","14,961.000","14,961.000",1.20%
2017年02月09日,"14,783.000","14,783.000","14,783.000","14,783.000",-0.48%
2017年02月08日,"14,854.000","14,854.000","14,854.000","14,854.000",0.57%
2017年02月07日,"14,770.000","14,770.000","14,770.000","14,770.000",-0.20%
2017年02月06日,"14,800.000","14,800.000","14,800.000","14,800.000",0.60%
2017年02月03日,"14,711.000","14,711.000","14,711.000","14,711.000",0.07%
2017年02月02日,"14,700.000","14,700.000","14,700.000","14,700.000",-0.88%
2017年02月01日,"14,831.000","14,831.000","14,831.000","14,831.000",0.72%
2017年01月31日,"14,725.000","14,725.000","14,725.000","14,725.000",-0.96%
2017年01月30日,"14,867.000","14,867.000","14,867.000","14,867.000",0.35%
2017年01月27日,"14,815.000","14,815.000","14,815.000","14,815.000",0.10%
2017年01月26日,"14,800.000","14,800.000","14,800.000","14,800.000",1.31%
2017年01月25日,"14,608.000","14,608.000","14,608.000","14,608.000",1.40%
2017年01月24日,"14,406.000","14,406.000","14,406.000","14,406.000",0.01%
2017年01月23日,"14,405.000","14,405.000","14,405.000","14,405.000",-5.01%
2017年01月20日,"15,164.000","15,164.000","15,164.000","15,164.000",0.40%
2017年01月19日,"15,103.000","15,103.000","15,103.000","15,103.000",0.79%
2017年01月18日,"14,984.000","14,984.000","14,984.000","14,984.000",0.44%
2017年01月17日,"14,918.000","14,918.000","14,918.000","14,918.000",-1.33%
2017年01月16日,"15,119.000","15,119.000","15,119.000","15,119.000",-0.95%
2017年01月13日,"15,264.000","15,264.000","15,264.000","15,264.000",0.41%
2017年01月12日,"15,202.000","15,202.000","15,202.000","15,202.000",-0.58%
2017年01月11日,"15,291.000","15,291.000","15,291.000","15,291.000",0.29%
2017年01月10日,"15,247.000","15,247.000","15,247.000","15,247.000",-0.16%
2017年01月06日,"15,272.000","15,272.000","15,272.000","15,272.000",-0.16%
2017年01月05日,"15,297.000","15,297.000","15,297.000","15,297.000",0.29%
2017年01月04日,"15,253.000","15,253.000","15,253.000","15,253.000",2.22%
2016年12月30日,"14,922.000","14,922.000","14,922.000","14,922.000",0.55%
2016年12月29日,"14,840.000","14,840.000","14,840.000","14,840.000",-1.17%
2016年12月28日,"15,015.000","15,015.000","15,015.000","15,015.000",0.88%
2016年12月27日,"14,884.000","14,884.000","14,884.000","14,884.000",0.17%
2016年12月26日,"14,859.000","14,859.000","14,859.000","14,859.000",-0.07%
2016年12月22日,"14,870.000","14,870.000","14,870.000","14,870.000",-0.06%
2016年12月21日,"14,879.000","14,879.000","14,879.000","14,879.000",-0.76%
2016年12月20日,"14,993.000","14,993.000","14,993.000","14,993.000",0.54%
2016年12月19日,"14,912.000","14,912.000","14,912.000","14,912.000",-0.29%
2016年12月16日,"14,955.000","14,955.000","14,955.000","14,955.000",0.79%
2016年12月15日,"14,838.000","14,838.000","14,838.000","14,838.000",0.01%
2016年12月14日,"14,837.000","14,837.000","14,837.000","14,837.000",-0.36%
2016年12月13日,"14,890.000","14,890.000","14,890.000","14,890.000",0.52%
2016年12月12日,"14,813.000","14,813.000","14,813.000","14,813.000",-0.03%
2016年12月09日,"14,817.000","14,817.000","14,817.000","14,817.000",0.54%
2016年12月08日,"14,737.000","14,737.000","14,737.000","14,737.000",0.73%
2016年12月07日,"14,630.000","14,630.000","14,630.000","14,630.000",0.68%
2016年12月06日,"14,531.000","14,531.000","14,531.000","14,531.000",0.65%
2016年12月05日,"14,437.000","14,437.000","14,437.000","14,437.000",-0.32%
2016年12月02日,"14,484.000","14,484.000","14,484.000","14,484.000",-0.70%
2016年12月01日,"14,586.000","14,586.000","14,586.000","14,586.000",0.21%
2016年11月30日,"14,556.000","14,556.000","14,556.000","14,556.000",0.27%
2016年11月29日,"14,517.000","14,517.000","14,517.000","14,517.000",-0.24%
2016年11月28日,"14,552.000","14,552.000","14,552.000","14,552.000",0.82%
2016年11月25日,"14,433.000","14,433.000","14,433.000","14,433.000",-0.49%
2016年11月24日,"14,504.000","14,504.000","14,504.000","14,504.000",-0.01%
2016年11月22日,"14,506.000","14,506.000","14,506.000","14,506.000",0.08%
2016年11月21日,"14,495.000","14,495.000","14,495.000","14,495.000",0.05%
2016年11月18日,"14,488.000","14,488.000","14,488.000","14,488.000",0.72%
2016年11月17日,"14,385.000","14,385.000","14,385.000","14,385.000",0.13%
2016年11月16日,"14,367.000","14,367.000","14,367.000","14,367.000",1.82%
2016年11月15日,"14,110.000","14,110.000","14,110.000","14,110.000",0.13%
2016年11月14日,"14,091.000","14,091.000","14,091.000","14,091.000",1.29%
2016年11月11日,"13,911.000","13,911.000","13,911.000","13,911.000",-0.66%
2016年11月10日,"14,004.000","14,004.000","14,004.000","14,004.000",4.96%
2016年11月09日,"13,342.000","13,342.000","13,342.000","13,342.000",-4.30%
2016年11月08日,"13,942.000","13,942.000","13,942.000","13,942.000",-0.42%
2016年11月07日,"14,001.000","14,001.000","14,001.000","14,001.000",1.27%
2016年11月04日,"13,825.000","13,825.000","13,825.000","13,825.000",-1.14%
2016年11月02日,"13,984.000","13,984.000","13,984.000","13,984.000",-2.32%
2016年11月01日,"14,316.000","14,316.000","14,316.000","14,316.000",-0.22%
2016年10月31日,"14,347.000","14,347.000","14,347.000","14,347.000",0.16%
2016年10月28日,"14,324.000","14,324.000","14,324.000","14,324.000",0.41%
2016年10月27日,"14,265.000","14,265.000","14,265.000","14,265.000",0.08%
2016年10月26日,"14,253.000","14,253.000","14,253.000","14,253.000",0.63%
2016年10月25日,"14,164.000","14,164.000","14,164.000","14,164.000",0.10%
2016年10月24日,"14,150.000","14,150.000","14,150.000","14,150.000",0.06%
2016年10月21日,"14,141.000","14,141.000","14,141.000","14,141.000",-0.63%
2016年10月20日,"14,230.000","14,230.000","14,230.000","14,230.000",0.20%
2016年10月19日,"14,201.000","14,201.000","14,201.000","14,201.000",0.50%
2016年10月18日,"14,131.000","14,131.000","14,131.000","14,131.000",0.70%
2016年10月17日,"14,033.000","14,033.000","14,033.000","14,033.000",0.57%
2016年10月14日,"13,953.000","13,953.000","13,953.000","13,953.000",0.63%
2016年10月13日,"13,865.000","13,865.000","13,865.000","13,865.000",0.57%
2016年10月12日,"13,787.000","13,787.000","13,787.000","13,787.000",-0.97%
2016年10月11日,"13,922.000","13,922.000","13,922.000","13,922.000",0.29%
2016年10月07日,"13,882.000","13,882.000","13,882.000","13,882.000",-0.27%
2016年10月06日,"13,920.000","13,920.000","13,920.000","13,920.000",0.08%
2016年10月05日,"13,909.000","13,909.000","13,909.000","13,909.000",0.45%
2016年10月04日,"13,847.000","13,847.000","13,847.000","13,847.000",0.68%
2016年10月03日,"13,753.000","13,753.000","13,753.000","13,753.000",0.67%
2016年09月30日,"13,662.000","13,662.000","13,662.000","13,662.000",-0.86%
2016年09月29日,"13,780.000","13,780.000","13,780.000","13,780.000",0.42%
2016年09月28日,"13,723.000","13,723.000","13,723.000","13,723.000",1.08%
2016年09月27日,"13,577.000","13,577.000","13,577.000","13,577.000",1.14%
2016年09月26日,"13,424.000","13,424.000","13,424.000","13,424.000",-0.12%
2016年09月23日,"13,440.000","13,440.000","13,440.000","13,440.000",1.16%
2016年09月21日,"13,286.000","13,286.000","13,286.000","13,286.000",1.89%
2016年09月20日,"13,039.000","13,039.000","13,039.000","13,039.000",0.62%
2016年09月16日,"12,959.000","12,959.000","12,959.000","12,959.000",1.27%
2016年09月15日,"12,797.000","12,797.000","12,797.000","12,797.000",-0.70%
2016年09月14日,"12,887.000","12,887.000","12,887.000","12,887.000",-1.14%
2016年09月13日,"13,036.000","13,036.000","13,036.000","13,036.000",0.44%
2016年09月12日,"12,979.000","12,979.000","12,979.000","12,979.000",-1.26%
2016年09月09日,"13,145.000","13,145.000","13,145.000","13,145.000",-0.24%
2016年09月08日,"13,177.000","13,177.000","13,177.000","13,177.000",-0.02%
2016年09月07日,"13,179.000","13,179.000","13,179.000","13,179.000",0.85%
2016年09月06日,"13,068.000","13,068.000","13,068.000","13,068.000",1.57%
2016年09月05日,"12,866.000","12,866.000","12,866.000","12,866.000",0.02%
2016年09月02日,"12,863.000","12,863.000","12,863.000","12,863.000",-0.08%
2016年09月01日,"12,873.000","12,873.000","12,873.000","12,873.000",-0.30%
2016年08月31日,"12,912.000","12,912.000","12,912.000","12,912.000",0.26%
2016年08月30日,"12,879.000","12,879.000","12,879.000","12,879.000",0.27%
2016年08月29日,"12,844.000","12,844.000","12,844.000","12,844.000",0.72%
2016年08月26日,"12,752.000","12,752.000","12,752.000","12,752.000",-0.96%
2016年08月25日,"12,875.000","12,875.000","12,875.000","12,875.000",-0.37%
2016年08月24日,"12,923.000","12,923.000","12,923.000","12,923.000",0.57%
2016年08月23日,"12,850.000","12,850.000","12,850.000","12,850.000",-0.04%
2016年08月22日,"12,855.000","12,855.000","12,855.000","12,855.000",0.95%
2016年08月19日,"12,734.000","12,734.000","12,734.000","12,734.000",0.20%
2016年08月18日,"12,709.000","12,709.000","12,709.000","12,709.000",-1.50%
